INSTNM,LATITUDE,LONGITUDE
Cleary University,42.586638,-83.879987
Concordia University-Ann Arbor,42.273157,-83.68268
Cranbrook Academy of Art,42.568904,-83.250681
College for Creative Studies,42.361839,-83.062352
Davenport University,42.850013,-85.533519
David Pressley School of Cosmetology,42.479729,-83.146008
Delta College,43.559491,-83.985943
Detroit Business Institute-Downriver,42.168682,-83.191212
Michigan State University-College of Law,42.725733,-84.47352
MIAT College of Technology,42.286324,-83.445507
University of Detroit Mercy,42.414222,-83.139158
Dorsey Business Schools-Madison Heights,42.525318,-83.107631
Dorsey Business Schools-Southgate,42.213026,-83.215663
Eastern Michigan University,42.24694,-83.622501
Creative Hair School of Cosmetology,42.980416,-83.757927
Ferris State University,43.687724,-85.481925
Flint Institute of Barbering Inc,43.027339,-83.73911
Glen Oaks Community College,41.892504,-85.496929
Kettering University,43.012468,-83.71282
Gogebic Community College,46.471893,-90.165592
Grace Christian University,42.919541,-85.692077
Cornerstone University,42.979966,-85.595328
Grand Rapids Community College,42.967076,-85.665625
Grand Valley State University,42.963001,-85.889826
Great Lakes Christian College,42.754249,-84.638714
Henry Ford College,42.324639,-83.236056
Hillsdale College,41.933682,-84.633195
Hope College,42.787298,-86.102089
Jackson College,42.16483,-84.403942
Kalamazoo College,42.290789,-85.601857
Kalamazoo Valley Community College,42.225948,-85.682144
Kellogg Community College,42.335638,-85.177329
Kirtland Community College,44.490753,-84.413388
Michigan College of Beauty-Monroe,41.907014,-83.407005
Lake Michigan College,42.097276,-86.393445
Lake Superior State University,46.492849,-84.365573
Lansing Community College,42.737719,-84.553315
Lawrence Technological University,42.474072,-83.25003
M J Murphy Beauty College of Mount Pleasant,43.60429,-84.777927
Macomb Community College,42.50599,-82.972377
Madonna University,42.384323,-83.404722
Marygrove College,42.414415,-83.154109
Rochester College,42.667521,-83.144959
University of Michigan-Ann Arbor,42.275921,-83.742769
Michigan Barber School Inc,42.365023,-83.128883
Michigan State University,42.73212,-84.476111
Michigan Technological University,47.11866,-88.548092
University of Michigan-Dearborn,42.317287,-83.231417
University of Michigan-Flint,43.01875,-83.690276
Mid Michigan College,43.969586,-84.763715
Monroe County Community College,41.91617,-83.470274
Montcalm Community College,43.253191,-85.100181
Muskegon Community College,43.250329,-86.196384
North Central Michigan College,45.361727,-84.954183
Northern Michigan University,46.559751,-87.406568
Northwestern Michigan College,44.765436,-85.585517
Northwood University,43.628717,-84.27682
Oakland Community College,42.595441,-83.244787
Oakland University,42.674573,-83.216418
Olivet College,42.442891,-84.923891
Port Huron Cosmetology College,42.700677,-83.398624
Kuyper College,43.02195,-85.592657
Ross Medical Education Center-Lansing,42.741855,-84.605807
Ross Medical Education Center-Madison Heights,42.508189,-83.107692
Ross Medical Education Center-Flint,42.986442,-83.751751
Sacred Heart Major Seminary,42.375248,-83.111682
Saginaw Valley State University,43.51176,-83.964273
Schoolcraft College,42.419279,-83.430958
Siena Heights University,41.905624,-84.018841
St Clair County Community College,42.979494,-82.428717
Southwestern Michigan College,41.965095,-86.082715
Specs Howard School of Media Arts,42.459245,-83.239309
Spring Arbor University,42.206568,-84.556074
Michigan Career and Technical Institute,42.504599,-85.517049
Finlandia University,47.127868,-88.588756
Western Michigan University-Thomas M. Cooley Law School,42.731,-84.554429
Twin City Beauty College,42.071099,-86.47655
Walsh College,42.573888,-83.147197
Washtenaw Community College,42.26361,-83.66559
Wayne County Community College District,42.327299,-83.054497
Wayne State University,42.358994,-83.068998
West Shore Community College,44.008512,-86.336122
Paul Mitchell the School-Grand Rapids,42.910707,-85.596605
Western Michigan University,42.282194,-85.613759
Western Theological Seminary,42.786246,-86.10324
Wright Beauty Academy,42.308774,-85.19696
Academy College,44.855722,-93.299809
Alexandria Technical & Community College,45.873107,-95.372369
American Indian OIC Inc,44.961993,-93.246155
Anoka Technical College,45.216709,-93.416087
Anoka-Ramsey Community College,45.172978,-93.351697
Augsburg University,44.966307,-93.240436
Riverland Community College,43.676271,-92.995626
Northwest Technical College,47.452652,-94.853974
Bemidji State University,47.482341,-94.874119
Bethany Lutheran College,44.166649,-93.990805
Bethel University,45.057655,-93.161663
Bethel Seminary-St Paul,45.060071,-93.16318
Central Lakes College-Brainerd,46.345863,-94.214266
Carleton College,44.462318,-93.154666
Concordia College at Moorhead,46.862482,-96.76749
Concordia University-Saint Paul,44.949759,-93.154861
Dakota County Technical College,44.737255,-93.07805
Martin Luther College,44.30526,-94.472326
Lake Superior College,46.78455,-92.145151
Cosmetology Careers Unlimited College of Hair Skin and Nails,46.785596,-92.100581
Minnesota State Community and Technical College,46.289194,-96.097321
Minnesota West Community and Technical College,44.80755,-95.56172
Gustavus Adolphus College,44.323626,-93.972196
Hamline University,44.966246,-93.164479
Hazelden Betty Ford Graduate School of Addiction Studies,45.375319,-92.805285
Hennepin Technical College,45.096534,-93.397759
Hibbing Community College,47.422361,-92.921698
Aveda Institute-Minneapolis,44.987863,-93.253713
Inver Hills Community College,44.828599,-93.055255
Itasca Community College,47.241919,-93.49555
Luther Seminary,44.984629,-93.196422
Macalester College,44.938565,-93.168053
South Central College,44.174319,-94.047428
Minnesota State University-Mankato,44.146712,-93.99945
Mayo Clinic College of Medicine and Science,44.02215,-92.466428
Mesabi Range College,47.524561,-92.549092
Metropolitan State University,44.957256,-93.074361
University of Minnesota-Twin Cities,44.972851,-93.235464
University of Minnesota-Crookston,47.802536,-96.606188
Minneapolis Business College,45.006831,-93.173041
Minneapolis College of Art and Design,44.956988,-93.274705
Minneapolis Community and Technical College,44.972679,-93.284507
Herzing University-Minneapolis,44.975225,-93.404863
Minnesota School of Cosmetology-Woodbury Campus,44.924692,-92.973998
University of Minnesota-Duluth,46.817126,-92.084385
University of Minnesota-Morris,45.589829,-95.901756
Model College of Hair Design,45.55773,-94.159447
Minnesota State University Moorhead,46.867153,-96.759532
North Hennepin Community College,45.106937,-93.374536
National American University-Roseville,45.009443,-93.162659
Normandale Community College,44.829706,-93.331673
North Central University,44.968625,-93.261511
Northland Community and Technical College,48.124969,-96.162366
University of Northwestern-St Paul,45.033703,-93.167822
Northwestern Health Sciences University,44.850963,-93.311222
Oak Hills Christian College,47.425836,-94.901503
Pine Technical & Community College,45.818667,-92.968283
Rainy River Community College,48.590001,-93.431603
Rochester Community and Technical College,44.014488,-92.42321
College of Saint Benedict,45.561792,-94.319888
St Cloud Technical and Community College,45.579065,-94.175841
Saint Cloud State University,45.553227,-94.152657
Saint Johns University,45.580075,-94.393621
Saint Mary's University of Minnesota,44.044736,-91.695449
St Olaf College,44.461529,-93.182039
Crown College,44.885393,-93.743019
The College of Saint Scholastica,46.816082,-92.106134
University of St Thomas,44.943439,-93.188986
Empire Beauty School-Bloomington,44.82746,-93.287367
St Catherine University,44.924926,-93.183761
Rasmussen College-Minnesota,45.548117,-94.206254
Saint Paul College,44.949186,-93.109646
Southwest Minnesota State University,44.45373,-95.759548
Summit Academy Opportunities Industrialization Center,44.983569,-93.292776
United Theological Seminary of the Twin Cities,45.058244,-93.226
Vermilion Community College,47.905184,-91.837777
Dunwoody College of Technology,44.97281,-93.290608
Ridgewater College,45.138313,-95.07305
Minnesota State College Southeast,44.024554,-91.618318
Winona State University,44.046159,-91.643723
Mitchell Hamline School of Law,44.94202,-93.138224
Century College,45.041823,-92.982105
Alcorn State University,31.877216,-91.142854
Belhaven University,32.318415,-90.169228
Blue Mountain College,34.67209,-89.02924
Chris Beauty College,30.382294,-89.077391
Coahoma Community College,34.254417,-90.568469
Antonelli College-Jackson,32.328918,-90.12297
Copiah-Lincoln Community College,31.69272,-90.400234
Delta Beauty College,33.398819,-91.036701
Delta State University,33.744745,-90.735365
East Central Community College,32.441164,-89.113706
East Mississippi Community College,32.830246,-88.483516
Fosters Cosmetology College,34.755677,-88.942133
Academy of Hair Design-Grenada,33.775198,-89.825313
Hinds Community College,32.256109,-90.416118
Holmes Community College,32.969985,-89.915803
Itawamba Community College,34.276519,-88.412073
Jackson State University,32.296105,-90.207405
Jones County Junior College,31.596936,-89.200895
Meridian Community College,32.367355,-88.732823
Millsaps College,32.322746,-90.179957
Mississippi Delta Community College,33.444906,-90.502053
University of Mississippi,34.365529,-89.537434
Mississippi University for Women,33.493305,-88.418601
Mississippi Valley State University,33.514142,-90.341274
Mississippi College,32.335515,-90.329821
Mississippi College of Beauty Culture,31.693316,-89.135405
Mississippi Gulf Coast Community College,30.780784,-89.142952
Mississippi State University,33.454852,-88.790139
Northeast Mississippi Community College,34.668339,-88.562609
Northwest Mississippi Community College,34.625532,-89.969525
Pearl River Community College,30.844322,-89.543052
Rust College,34.776862,-89.446999
Southeastern Baptist College,31.748512,-89.149373
Southwest Mississippi Community College,31.295121,-90.443295
University of Southern Mississippi,31.32661,-89.331236
Magnolia College of Cosmetology,32.359614,-90.151826
Tougaloo College,32.403014,-90.16076
Wesley Biblical Seminary,32.355011,-90.159447
William Carey University,31.305264,-89.291815
Aquinas Institute of Theology,38.634329,-90.237795
Avila University,38.91339,-94.591758
Baptist Bible College,37.239696,-93.284286
House of Heavilin Beauty College-Blue Springs,38.997932,-94.272412
Cox College,37.225116,-93.290233
Calvary University,38.839578,-94.547927
Cape Girardeau Career and Technology Center,37.274001,-89.565366
Central Christian College of the Bible,39.395963,-92.427259
Central Methodist University-College of Liberal Arts and Sciences,39.150497,-92.685253
University of Central Missouri,38.759111,-93.737428
Grand River Technical School,39.798864,-93.559669
Cleveland University-Kansas City,38.932019,-94.679076
Columbia Area Career Center,38.903705,-92.33669
Columbia College,38.957388,-92.326354
Conception Seminary College,40.24044,-94.682831
Concordia Seminary,38.637181,-90.311324
Cottey College,37.836127,-94.371311
Covenant Theological Seminary,38.643066,-90.451323
Crowder College,36.814906,-94.368315
Culver-Stockton College,40.128993,-91.529374
Drury University,37.219681,-93.286192
East Central College,38.431845,-90.97809
Eden Theological Seminary,38.592307,-90.345605
Elaine Steven Beauty College,38.761399,-90.278574
Pinnacle Career Institute-South Kansas City,38.938335,-94.529762
Evangel University,37.220956,-93.262614
Fontbonne University,38.642697,-90.315712
Four Rivers Career Center,38.547707,-91.020914
Ozarks Technical Community College,37.216479,-93.279985
Hannibal-LaGrange University,39.729015,-91.39094
Harris-Stowe State University,38.631744,-90.224288
House of Heavilin Beauty College-Kansas City,39.022905,-94.574262
Independence College of Cosmetology,39.079093,-94.426462
Jefferson College,38.259889,-90.558954
Paul Mitchell the School-Missouri Columbia,38.969222,-92.310417
Barnes-Jewish College Goldfarb School of Nursing,38.637165,-90.258772
